,Defect,Charge,Formation Energy (eV),Concentration (cm^-3),Charge State Population,Total Concentration (cm^-3),Fermi Level,Electrons (cm^-3),Holes (cm^-3),Annealing Temperature,Quenched Temperature
21,v_Cd,0,3.15,4.691499568839797e-19,0.0%,16407.81123615935,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
22,v_Cd,-1,2.528,1.7175982631096435e-08,0.0%,16407.81123615935,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
23,v_Cd,-2,1.762,16407.811236142174,100.0%,16407.81123615935,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
24,v_Te,2,1.973,2019314011.1054547,0.0%,16312992158497.746,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
25,v_Te,1,2.498,6.126992463823583,0.0%,16312992158497.746,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
26,v_Te,0,1.787,16310972844456.15,100.0%,16312992158497.746,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
27,v_Te,-1,2.526,24.36178101446756,0.0%,16312992158497.746,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
28,v_Te,-2,2.823,0.00012862920156057295,0.0%,16312992158497.746,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
0,Cd_Te,2,2.478,8282271.878953358,0.1%,12620081048.623713,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
1,Cd_Te,1,2.366,7538280185.06958,59.7%,12620081048.623713,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
2,Cd_Te,0,2.376,5073518591.671621,40.2%,12620081048.623713,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
3,Cd_Te,-1,3.054,0.003558139479705779,0.0%,12620081048.623713,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
4,Cd_Te,-2,3.763,5.2236032688490044e-14,0.0%,12620081048.623713,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
5,Cd_i_Td_Cd2.83,2,2.308,468434.4017185434,0.0%,329783174731.9992,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
6,Cd_i_Td_Cd2.83,1,1.978,329611130600.17633,99.9%,329783174731.9992,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,171575697.42112067,0.1%,329783174731.9992,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
8,Cd_i_Td_Te2.83,2,1.825,396264204465321.44,99.9%,396716406400750.2,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
9,Cd_i_Td_Te2.83,1,2.018,452201929800.37134,0.1%,396716406400750.2,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,5628.39204191137,0.0%,396716406400750.2,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
11,Te_Cd,2,5.999,1.5653571378636257e-40,0.0%,1.0600425272697474e-05,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
12,Te_Cd,1,4.859,1.7784908721357126e-20,0.0%,1.0600425272697474e-05,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
13,Te_Cd,0,3.962,1.060034865060891e-05,100.0%,1.0600425272697474e-05,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
14,Te_Cd,-1,4.314,7.662147401182457e-11,0.0%,1.0600425272697474e-05,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
15,Te_Cd,-2,4.6,6.145332586349453e-16,0.0%,1.0600425272697474e-05,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
16,Te_i_Td_Te2.83,2,5.163,7.3381244396521035e-34,0.0%,34.864328133223744,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
17,Te_i_Td_Te2.83,1,4.024,1.0167626948397474e-14,0.0%,34.864328133223744,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
18,Te_i_Td_Te2.83,0,3.099,34.86432813322373,100.0%,34.864328133223744,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
19,Te_i_Td_Te2.83,-1,4.538,4.6152664607127564e-23,0.0%,34.864328133223744,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
20,Te_i_Td_Te2.83,-2,6.5,2.5708261094325613e-56,0.0%,34.864328133223744,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
21,v_Cd,0,3.15,7.273088970972424e-19,0.0%,56809.02053672319,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
22,v_Cd,-1,2.518,3.9793169084819214e-08,0.0%,56809.02053672319,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
23,v_Cd,-2,1.741,56809.0205366834,100.0%,56809.02053672319,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
24,v_Te,2,1.994,1460668396.9655657,0.0%,26351852036460.883,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
25,v_Te,1,2.508,6.623306241021189,0.0%,26351852036460.883,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
26,v_Te,0,1.787,26350391367998.477,100.0%,26351852036460.883,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
27,v_Te,-1,2.516,58.81606370655442,0.0%,26351852036460.883,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
28,v_Te,-2,2.802,0.00046409427392645044,0.0%,26351852036460.883,1.1744040603913692,793320698995770.8,13.257953564432402,720.0,300.0
0,Cd_Te,2,2.498,9537044.98432652,0.0%,25126039144.20282,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
1,Cd_Te,1,2.376,12669939388.4185,50.4%,25126039144.20282,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
2,Cd_Te,0,2.376,12446562710.78725,49.5%,25126039144.20282,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
3,Cd_Te,-1,3.044,0.012740927883452827,0.0%,25126039144.20282,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
4,Cd_Te,-2,3.743,2.730147981049081e-13,0.0%,25126039144.20282,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
5,Cd_i_Td_Cd2.83,2,2.328,597412.6892648875,0.0%,614038655199.0127,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
6,Cd_i_Td_Cd2.83,1,1.988,613571873896.9115,99.9%,614038655199.0127,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,466183889.41192675,0.1%,614038655199.0127,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
8,Cd_i_Td_Te2.83,2,1.845,578165490531438.8,99.8%,579128515740204.8,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
9,Cd_i_Td_Te2.83,1,2.028,963025191270.5504,0.2%,579128515740204.8,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,17495.54558803111,0.0%,579128515740204.8,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
11,Te_Cd,2,6.019,4.127483163401906e-40,0.0%,5.9548720068897554e-05,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
12,Te_Cd,1,4.869,6.844810460564027e-20,0.0%,5.9548720068897554e-05,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
13,Te_Cd,0,3.962,5.954809180630832e-05,100.0%,5.9548720068897554e-05,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
14,Te_Cd,-1,4.304,6.282552344079964e-10,0.0%,5.9548720068897554e-05,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
15,Te_Cd,-2,4.58,7.354766998443838e-15,0.0%,5.9548720068897554e-05,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
16,Te_i_Td_Te2.83,2,5.183,1.3285536910877967e-33,0.0%,134.4779764967814,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
17,Te_i_Td_Te2.83,1,4.033,2.6869003207607566e-14,0.0%,134.4779764967814,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
18,Te_i_Td_Te2.83,0,3.099,134.47797649678137,100.0%,134.4779764967814,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
19,Te_i_Td_Te2.83,-1,4.528,2.5983913315319465e-22,0.0%,134.4779764967814,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
20,Te_i_Td_Te2.83,-2,6.48,2.1126054427890935e-55,0.0%,134.4779764967814,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
21,v_Cd,0,3.15,1.1074832071211365e-18,0.0%,184294.07715106168,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
22,v_Cd,-1,2.508,8.84432494181294e-08,0.0%,184294.07715106168,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
23,v_Cd,-2,1.721,184294.07715097323,100.0%,184294.07715106168,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
24,v_Te,2,2.013,1077358022.297237,0.0%,41407843543066.52,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
25,v_Te,1,2.518,7.1305194100432345,0.0%,41407843543066.52,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
26,v_Te,0,1.787,41406766184902.19,100.0%,41407843543066.52,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
27,v_Te,-1,2.506,134.90191458193434,0.0%,41407843543066.52,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
28,v_Te,-2,2.782,0.00155369683570225,0.0%,41407843543066.52,1.1841805569469748,1157922422667424.8,9.083193791028778,740.0,300.0
0,Cd_Te,2,2.516,10596511.361608652,0.0%,48338773027.93557,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
1,Cd_Te,1,2.385,20109206675.50814,41.6%,48338773027.93557,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
2,Cd_Te,0,2.376,28218969841.024555,58.4%,48338773027.93557,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
3,Cd_Te,-1,3.035,0.041263313996604975,0.0%,48338773027.93557,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
4,Cd_Te,-2,3.725,1.2630500434940896e-12,0.0%,48338773027.93557,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
5,Cd_i_Td_Cd2.83,2,2.346,753225.3929524025,0.0%,1106263722388.7573,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
6,Cd_i_Td_Cd2.83,1,1.997,1105063606796.992,99.9%,1106263722388.7573,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,1199362366.3722274,0.1%,1106263722388.7573,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
8,Cd_i_Td_Te2.83,2,1.863,825464916774658.8,99.8%,827428979874752.6,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
9,Cd_i_Td_Te2.83,1,2.037,1964063049123.6357,0.2%,827428979874752.6,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,50970.22972871238,0.0%,827428979874752.6,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
11,Te_Cd,2,6.037,1.0376486427381062e-39,0.0%,0.00030547948747375233,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
12,Te_Cd,1,4.878,2.458089897807894e-19,0.0%,0.00030547948747375233,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
13,Te_Cd,0,3.962,0.0003054748836110837,100.0%,0.00030547948747375233,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
14,Te_Cd,-1,4.295,4.6037856810595e-09,0.0%,0.00030547948747375233,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
15,Te_Cd,-2,4.562,7.698732399365594e-14,0.0%,0.00030547948747375233,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
16,Te_i_Td_Te2.83,2,5.201,2.339119822140295e-33,0.0%,483.13352141050717,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
17,Te_i_Td_Te2.83,1,4.043,6.757658448449277e-14,0.0%,483.13352141050717,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
18,Te_i_Td_Te2.83,0,3.099,483.13352141050706,100.0%,483.13352141050717,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
19,Te_i_Td_Te2.83,-1,4.519,1.3334965236101314e-21,0.0%,483.13352141050717,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
20,Te_i_Td_Te2.83,-2,6.462,1.5487347636962166e-54,0.0%,483.13352141050717,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
21,v_Cd,0,3.15,1.6579709234012878e-18,0.0%,562981.0608004752,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
22,v_Cd,-1,2.499,1.8913668540101176e-07,0.0%,562981.0608004752,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
23,v_Cd,-2,1.703,562981.060800286,100.0%,562981.0608004752,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
24,v_Te,2,2.032,808954681.7303566,0.0%,63442989815148.055,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
25,v_Te,1,2.527,7.648154151183007,0.0%,63442989815148.055,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
26,v_Te,0,1.787,63442180860163.414,100.0%,63442989815148.055,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
27,v_Te,-1,2.497,295.2542967455591,0.0%,63442989815148.055,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
28,v_Te,-2,2.764,0.004857532530656228,0.0%,63442989815148.055,1.19339949383462,1654020708894182.5,6.358684200799108,760.0,300.0
0,Cd_Te,2,2.533,11433969.599531444,0.0%,90121852601.78351,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
1,Cd_Te,1,2.394,30388446157.146004,33.7%,90121852601.78351,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
2,Cd_Te,0,2.376,59721972474.91568,66.3%,90121852601.78351,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
3,Cd_Te,-1,3.026,0.12230283483357113,0.0%,90121852601.78351,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
4,Cd_Te,-2,3.707,5.242910067994004e-12,0.0%,90121852601.78351,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
5,Cd_i_Td_Cd2.83,2,2.364,939603.8782681486,0.0%,1933509862619.6594,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
6,Cd_i_Td_Cd2.83,1,2.006,1930574456704.7654,99.8%,1933509862619.6594,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,2934466311.0156026,0.2%,1933509862619.6594,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
8,Cd_i_Td_Te2.83,2,1.881,1155277192410308.8,99.7%,1159126853094812.8,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
9,Cd_i_Td_Te2.83,1,2.046,3849660544589.495,0.3%,1159126853094812.8,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,139914.59932888948,0.0%,1159126853094812.8,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
11,Te_Cd,2,6.055,2.4957119067252906e-39,0.0%,0.001441078589532057,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
12,Te_Cd,1,4.887,8.27982812871772e-19,0.0%,0.001441078589532057,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
13,Te_Cd,0,3.962,0.0014410481731404344,100.0%,0.001441078589532057,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
14,Te_Cd,-1,4.286,3.0415679292116106e-08,0.0%,0.001441078589532057,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
15,Te_Cd,-2,4.544,7.123297421173903e-13,0.0%,0.001441078589532057,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
16,Te_i_Td_Te2.83,2,5.219,4.0126322960624924e-33,0.0%,1625.559718601004,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
17,Te_i_Td_Te2.83,1,4.051,1.6235010125032564e-13,0.0%,1625.559718601004,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
18,Te_i_Td_Te2.83,0,3.099,1625.5597186010036,100.0%,1625.559718601004,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
19,Te_i_Td_Te2.83,-1,4.511,6.2835789579043956e-21,0.0%,1625.559718601004,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
20,Te_i_Td_Te2.83,-2,6.444,1.0220488807934307e-53,0.0%,1625.559718601004,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
21,v_Cd,0,3.15,2.4425130693512937e-18,0.0%,1626719.3546717577,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
22,v_Cd,-1,2.49,3.902250917762456e-07,0.0%,1626719.3546717577,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
23,v_Cd,-2,1.685,1626719.3546713677,100.0%,1626719.3546717577,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
24,v_Te,2,2.049,617478214.1998961,0.0%,94981109043723.94,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
25,v_Te,1,2.536,8.175861214167329,0.0%,94981109043723.94,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
26,v_Te,0,1.787,94980491564882.48,100.0%,94981109043723.94,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
27,v_Te,-1,2.488,619.058893310659,0.0%,94981109043723.94,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
28,v_Te,-2,2.746,0.014263657090216667,0.0%,94981109043723.94,1.2021069860627827,2316366264717588.5,4.540334244253978,780.0,300.0
0,Cd_Te,2,2.55,12061335.817769086,0.0%,163242941408.27817,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
1,Cd_Te,1,2.402,44084081738.94017,27.0%,163242941408.27817,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
2,Cd_Te,0,2.376,119146798333.18465,73.0%,163242941408.27817,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
3,Cd_Te,-1,3.018,0.3355518873472699,0.0%,163242941408.27817,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
4,Cd_Te,-2,3.691,1.9782013744904324e-11,0.0%,163242941408.27817,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
5,Cd_i_Td_Cd2.83,2,2.38,1160500.0483602902,0.0%,3286009970399.0913,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
6,Cd_i_Td_Cd2.83,1,2.014,3279154253604.1924,99.8%,3286009970399.0913,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,6854556294.850427,0.2%,3286009970399.0913,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
8,Cd_i_Td_Te2.83,2,1.897,1587404134096934.2,99.5%,1594678559485509.8,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
9,Cd_i_Td_Te2.83,1,2.054,7274425024983.515,0.5%,1594678559485509.8,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,363591.8986404729,0.0%,1594678559485509.8,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
11,Te_Cd,2,6.071,5.7606960530079216e-39,0.0%,0.006291025901937087,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
12,Te_Cd,1,4.895,2.628311050763881e-18,0.0%,0.006291025901937087,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
13,Te_Cd,0,3.962,0.006290843295196705,100.0%,0.006291025901937087,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
14,Te_Cd,-1,4.278,1.8260085924257012e-07,0.0%,0.006291025901937087,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
15,Te_Cd,-2,4.528,5.881137092512243e-12,0.0%,0.006291025901937087,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
16,Te_i_Td_Te2.83,2,5.235,6.718483710914624e-33,0.0%,5147.480268202048,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
17,Te_i_Td_Te2.83,1,4.06,3.73825907897632e-13,0.0%,5147.480268202048,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
18,Te_i_Td_Te2.83,0,3.099,5147.480268202048,100.0%,5147.480268202048,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
19,Te_i_Td_Te2.83,-1,4.502,2.736363362475769e-20,0.0%,5147.480268202048,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
20,Te_i_Td_Te2.83,-2,6.428,6.12087183553757e-53,0.0%,5147.480268202048,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
21,v_Cd,0,3.15,3.544077968334374e-18,0.0%,4464048.071490807,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
22,v_Cd,-1,2.482,7.786754661384433e-07,0.0%,4464048.071490807,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
23,v_Cd,-2,1.669,4464048.071490028,100.0%,4464048.071490807,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
24,v_Te,2,2.065,478525478.83556145,0.0%,139209601469180.11,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
25,v_Te,1,2.544,8.713484568172971,0.0%,139209601469180.11,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
26,v_Te,0,1.787,139209122942444.73,100.0%,139209601469180.11,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
27,v_Te,-1,2.48,1247.7862053059139,0.0%,139209601469180.11,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
28,v_Te,-2,2.73,0.039537939382733915,0.0%,139209601469180.11,1.210343951475742,3185406906092799.0,3.301512125651192,800.0,300.0
0,Cd_Te,2,2.566,12513687.275786826,0.0%,287930837295.9384,1.218146785027188,4307492111602978.0,2.4413557142197093,820.0,300.0
